user_id,days_signup_age,recency_days,frequency_total,session_duration_avg,feature_count_used,device_type,os_type,user_segment,region,dropoff_label
71,586,109,27,6.42,4,desktop,mac,free,south,1
72,162,70,38,11.52,10,mobile,ios,free,east,0
73,354,20,33,14.04,4,desktop,android,free,east,0
74,120,93,27,11.65,10,mobile,ios,free,south,1
75,510,17,39,7.27,7,tablet,ios,premium,west,0
76,362,45,42,2.45,14,mobile,mac,free,east,0
77,261,39,28,18.09,6,desktop,mac,premium,north,0
78,188,1,29,12.99,10,mobile,linux,free,west,0
79,425,96,35,16.67,10,mobile,windows,premium,south,0
80,498,61,38,15.71,12,mobile,ios,premium,east,0
81,688,37,44,14.39,1,tablet,mac,free,south,0
82,336,60,37,10.71,7,desktop,windows,premium,north,0
83,142,0,27,13.96,7,desktop,linux,free,east,0
84,612,52,34,17.73,4,mobile,linux,free,east,0
85,470,62,40,12.33,12,desktop,mac,free,east,0
86,520,40,30,19.61,12,mobile,ios,free,east,0
87,98,99,28,6.0,2,desktop,ios,premium,east,1
88,248,29,28,5.57,10,mobile,android,trial,east,0
89,567,16,24,15.95,13,desktop,linux,free,north,0
90,612,63,34,8.73,5,desktop,mac,premium,east,1
91,334,106,33,20.17,9,mobile,windows,free,west,0
92,593,45,33,17.35,9,desktop,linux,free,west,0
93,619,5,31,18.35,1,mobile,mac,premium,north,0
94,301,116,26,15.54,12,mobile,windows,free,west,0
95,658,53,26,8.31,11,mobile,linux,premium,north,0
96,231,20,35,5.36,4,mobile,android,free,north,0
97,197,73,27,17.98,5,mobile,linux,free,north,1
98,507,38,29,6.0,11,desktop,linux,free,east,0
99,475,112,33,18.34,12,desktop,mac,free,north,0
100,127,35,39,14.68,2,mobile,linux,free,east,0
101,612,66,29,11.69,6,tablet,android,free,south,1
102,169,65,34,13.77,9,desktop,ios,free,west,0
103,593,29,27,13.86,2,mobile,mac,trial,north,0
104,35,59,31,11.19,14,mobile,windows,free,south,0
105,587,13,34,17.7,3,tablet,windows,free,east,0
106,580,77,35,17.57,13,mobile,mac,free,north,0
107,576,90,26,12.62,1,mobile,android,free,south,1
108,495,114,35,9.6,13,tablet,linux,free,east,1
109,360,39,30,17.22,1,desktop,windows,free,east,0
110,523,34,37,3.91,10,desktop,ios,free,south,0
111,223,65,34,13.78,6,desktop,ios,premium,north,0
112,576,83,38,14.96,7,mobile,linux,free,south,0
113,418,119,33,8.69,2,desktop,linux,free,north,1
114,351,3,32,15.9,10,desktop,windows,trial,west,0
115,383,28,45,11.89,9,mobile,mac,free,east,0
116,428,31,33,9.82,5,mobile,linux,free,south,0
117,56,30,36,15.85,7,mobile,ios,free,south,0
118,127,55,29,7.66,8,desktop,mac,free,north,0
119,201,104,49,15.48,10,desktop,linux,premium,south,1
120,110,3,29,4.07,8,desktop,mac,free,north,0
121,337,97,40,13.14,1,mobile,mac,premium,east,0
122,497,74,31,12.18,8,desktop,linux,free,north,0
123,488,73,32,9.84,5,mobile,linux,trial,north,0
124,359,81,42,13.56,6,tablet,android,free,north,0
125,628,13,40,11.68,6,desktop,ios,premium,north,0
126,425,89,31,16.22,5,desktop,ios,free,south,0
127,85,29,36,14.24,4,mobile,mac,free,north,0
128,565,61,39,13.81,5,mobile,android,free,north,0
129,432,81,29,13.17,10,mobile,windows,premium,north,0
130,474,72,34,10.11,4,desktop,linux,free,east,0
131,425,38,32,10.79,11,mobile,linux,free,north,0
132,417,47,32,12.99,7,desktop,windows,premium,south,0
133,93,57,33,11.31,9,mobile,ios,premium,south,0
134,421,4,25,16.45,2,mobile,windows,trial,east,0
135,586,87,43,12.37,3,mobile,windows,free,north,1
136,242,11,28,13.5,13,mobile,ios,free,west,0
137,451,55,34,6.39,12,mobile,ios,premium,north,0
138,51,78,40,15.77,1,mobile,linux,free,west,0
139,273,9,30,9.68,13,mobile,mac,trial,south,0
140,335,119,32,7.83,12,desktop,linux,trial,south,0
141,717,45,38,18.58,2,mobile,android,premium,north,0
142,180,1,41,14.79,4,desktop,mac,free,south,0
143,223,79,32,15.91,3,desktop,mac,free,west,0
144,315,66,43,13.82,12,mobile,ios,trial,east,0
145,724,76,31,11.63,12,mobile,mac,premium,east,0
146,627,90,39,10.88,11,mobile,mac,premium,south,0
147,54,57,38,15.12,4,mobile,mac,free,west,0
148,193,99,45,16.53,13,mobile,mac,free,west,0
149,605,44,38,11.73,12,desktop,mac,trial,south,0
150,70,65,37,20.29,13,mobile,windows,free,east,0
151,628,19,33,11.21,6,desktop,linux,free,south,0
152,226,74,38,6.42,10,desktop,mac,free,north,0
153,672,31,28,5.11,10,mobile,android,free,east,0
154,235,83,34,5.25,3,desktop,windows,free,south,0
155,334,96,41,10.34,9,mobile,android,free,north,1
156,493,103,38,11.07,8,mobile,mac,premium,west,0
157,118,111,30,14.73,9,tablet,windows,trial,east,0
158,419,14,30,11.89,5,mobile,mac,free,east,0
159,383,16,30,15.37,10,mobile,linux,trial,west,0
160,578,111,40,12.18,13,desktop,linux,free,east,1
161,727,45,30,12.05,9,tablet,ios,trial,west,0
162,495,3,25,9.69,13,mobile,mac,premium,east,0
163,316,34,34,17.69,11,desktop,ios,free,north,0
164,314,100,36,5.87,5,desktop,linux,premium,south,0
165,322,42,34,13.21,11,desktop,ios,free,east,0
166,599,9,32,11.27,10,mobile,linux,trial,south,0
167,254,86,38,15.13,14,desktop,mac,premium,south,0
168,146,23,38,11.92,5,mobile,android,trial,east,0
169,264,42,33,12.03,3,mobile,mac,free,south,0
170,45,0,36,10.93,10,mobile,ios,free,north,0
171,104,72,32,17.57,9,mobile,windows,free,east,0
172,93,53,30,12.01,9,mobile,mac,free,east,0
173,570,104,31,19.88,11,mobile,ios,free,west,0
174,535,40,32,13.09,8,mobile,windows,free,north,0
175,517,24,39,12.09,1,tablet,mac,free,south,0
176,353,19,28,11.42,13,mobile,ios,free,west,0
177,531,24,33,14.26,4,mobile,mac,free,south,0
178,142,54,40,9.65,4,desktop,ios,trial,east,0
179,660,10,46,12.58,12,mobile,android,free,south,0
180,380,48,48,12.03,12,desktop,android,trial,north,0
181,686,102,46,13.3,8,mobile,mac,trial,east,0
182,136,92,32,13.4,10,desktop,linux,free,west,0
183,378,76,38,13.61,2,mobile,ios,free,west,1
184,517,107,39,12.38,4,mobile,ios,trial,east,0
185,376,93,41,18.28,4,desktop,ios,free,south,1
186,342,78,47,13.69,6,mobile,android,free,east,0
187,146,103,27,22.42,6,mobile,windows,premium,north,0
188,296,14,41,12.2,1,mobile,windows,premium,south,0
189,197,98,50,15.84,10,desktop,android,free,north,0
190,241,35,41,9.1,9,mobile,linux,free,east,0
191,508,87,36,17.6,6,desktop,android,premium,east,0
192,471,109,40,9.18,13,desktop,linux,free,east,1
193,455,59,46,13.82,6,mobile,android,trial,north,0
194,283,10,29,10.94,2,tablet,ios,free,south,0
195,701,44,29,13.81,12,desktop,windows,free,north,0
196,91,48,38,11.06,2,mobile,ios,free,east,0
197,269,112,26,8.84,1,mobile,linux,premium,east,0
198,112,113,41,10.91,7,mobile,android,free,north,0
199,267,68,35,18.17,9,tablet,linux,premium,east,0
200,703,114,37,13.87,4,mobile,mac,trial,west,1
201,286,52,47,6.84,12,mobile,android,trial,north,0
202,666,49,38,16.38,4,tablet,linux,premium,west,1
203,376,100,29,8.43,14,desktop,ios,free,south,0
204,519,80,15,14.97,9,mobile,ios,free,south,1
205,350,62,32,14.21,3,desktop,android,free,east,0
206,216,54,43,14.47,6,desktop,android,free,south,0
207,564,84,33,19.41,2,mobile,mac,free,south,0
208,708,90,32,8.69,12,mobile,ios,trial,north,0
209,214,58,30,14.44,10,desktop,windows,premium,north,0
210,575,3,42,17.04,7,mobile,android,free,west,0
211,212,12,51,9.43,10,tablet,linux,free,north,0
212,531,17,28,9.02,9,mobile,windows,trial,north,0
213,582,55,26,10.85,9,desktop,android,trial,west,0
214,344,73,43,13.3,6,desktop,ios,premium,west,0
215,545,96,28,6.36,5,mobile,windows,free,north,1
216,220,27,40,14.21,4,mobile,windows,free,west,0
217,85,94,26,6.37,12,tablet,windows,premium,east,0
218,97,79,34,17.17,7,desktop,mac,free,south,0
219,342,6,29,14.06,7,mobile,linux,trial,north,0
220,661,42,28,19.65,11,mobile,windows,free,west,0
221,119,36,34,14.68,8,mobile,ios,free,east,0
222,349,106,34,10.78,14,mobile,mac,free,south,0
223,522,110,31,8.81,4,mobile,android,trial,south,0
224,171,98,31,12.96,1,desktop,linux,free,south,0
225,535,63,32,11.88,6,mobile,linux,premium,south,0
226,244,59,35,16.74,8,desktop,windows,premium,west,0
227,596,37,42,8.29,12,tablet,windows,trial,north,0
228,435,92,31,20.08,9,tablet,mac,premium,south,0
229,412,10,33,17.1,14,desktop,linux,premium,east,0
230,153,32,50,11.19,2,mobile,ios,trial,north,1
231,354,16,37,19.19,8,mobile,ios,free,east,0
232,629,59,36,8.87,12,mobile,linux,premium,east,0
233,43,35,38,12.82,8,mobile,windows,premium,east,0
234,560,23,31,6.89,4,desktop,ios,trial,east,0
235,374,45,32,19.39,11,desktop,linux,free,south,0
236,533,103,38,5.41,13,desktop,linux,free,east,1
237,494,66,31,6.24,4,mobile,ios,trial,west,1
238,332,98,38,9.46,8,mobile,ios,premium,south,0
239,246,109,46,17.29,12,desktop,mac,free,south,0
240,469,108,26,15.82,3,mobile,ios,premium,east,1
241,128,42,46,12.49,1,mobile,mac,free,north,0
242,438,105,38,16.08,11,desktop,android,free,south,0
243,96,109,28,11.54,11,desktop,windows,premium,north,0
244,484,115,35,13.69,3,mobile,mac,premium,south,1
245,470,42,32,18.61,9,mobile,windows,free,north,0
246,89,27,42,11.01,11,desktop,android,premium,north,0
247,560,70,39,8.93,14,tablet,windows,premium,south,0
248,321,111,32,13.88,12,mobile,ios,premium,east,0
249,580,108,36,14.96,4,desktop,ios,premium,south,1
250,59,68,35,12.44,9,mobile,ios,free,west,0
251,155,17,34,16.01,11,desktop,ios,free,west,0
252,375,50,36,11.19,4,desktop,ios,free,north,0
253,161,85,36,12.51,3,desktop,ios,free,east,0
254,260,67,45,13.5,7,desktop,ios,free,north,0
255,492,41,36,13.15,11,mobile,windows,free,north,0
256,131,41,35,18.45,8,mobile,ios,free,west,0
257,504,7,36,13.48,9,desktop,android,free,east,0
258,102,34,23,10.78,10,mobile,windows,free,south,0
259,152,80,34,14.11,14,desktop,android,free,north,0
260,441,28,31,16.04,9,mobile,mac,free,south,0
261,585,119,37,15.1,2,mobile,windows,free,west,1
262,149,9,34,14.88,6,desktop,android,trial,east,0
263,239,70,37,6.01,3,mobile,linux,premium,north,0
264,677,59,34,2.03,11,desktop,windows,trial,south,0
265,722,99,37,17.1,14,mobile,windows,trial,north,0
266,436,106,39,13.76,11,mobile,linux,premium,north,0
267,342,65,23,11.91,4,mobile,ios,trial,north,1
268,272,75,34,14.78,10,mobile,mac,free,west,0
269,458,83,34,19.71,1,desktop,mac,free,north,0
270,443,62,26,17.65,4,mobile,windows,trial,north,1
271,236,22,31,15.85,5,mobile,linux,trial,west,0
272,45,51,33,8.45,7,tablet,ios,premium,west,0
273,136,28,40,8.97,5,mobile,mac,free,east,0
274,700,55,37,2.45,7,mobile,windows,premium,west,0
275,322,73,36,14.53,1,desktop,ios,free,north,0
276,367,25,34,16.43,12,desktop,android,premium,north,0
277,356,29,43,16.76,6,mobile,ios,free,south,0
278,577,98,37,14.7,12,tablet,mac,free,west,0
279,75,45,31,11.38,1,mobile,linux,free,north,0
280,87,23,27,9.74,13,mobile,windows,free,east,0
281,223,85,34,8.7,9,mobile,windows,free,north,0
282,370,85,35,11.35,4,tablet,ios,premium,west,0
283,499,99,29,8.09,11,mobile,android,free,north,0
284,373,91,38,19.02,11,desktop,mac,free,east,0
285,338,119,37,6.79,11,mobile,ios,free,east,0
286,686,68,32,11.21,13,mobile,android,trial,south,1
287,142,34,35,4.26,14,desktop,android,free,west,0
288,430,103,28,13.19,3,tablet,mac,free,east,0
289,409,31,40,11.99,4,mobile,ios,premium,south,0
290,361,34,43,10.57,1,mobile,android,free,east,0
291,595,99,28,8.27,1,desktop,linux,premium,south,1
292,216,105,34,12.01,2,mobile,android,free,east,1
293,697,40,24,9.82,10,mobile,mac,trial,east,0
294,262,87,36,11.45,9,mobile,windows,trial,south,0
295,411,110,36,19.83,1,tablet,mac,free,east,1
296,394,95,40,12.69,6,mobile,ios,trial,west,1
297,624,0,42,14.13,2,mobile,mac,free,east,0
298,337,79,41,10.14,3,mobile,android,free,south,1
299,229,20,36,8.86,1,mobile,mac,premium,south,0
300,45,101,44,11.91,8,mobile,linux,premium,west,0
301,284,8,23,22.02,2,mobile,linux,free,west,0
302,608,119,40,10.85,11,desktop,linux,trial,south,0
303,36,21,26,13.45,14,mobile,ios,free,east,0
304,657,50,26,8.69,12,mobile,android,free,north,0
305,409,28,40,1.0,12,desktop,windows,free,east,0
306,128,97,38,8.84,11,mobile,windows,trial,north,0
307,241,47,44,21.52,13,mobile,android,trial,south,0
308,417,89,31,14.38,13,mobile,ios,free,west,0
309,250,8,38,18.56,4,desktop,windows,premium,north,0
310,106,54,37,10.61,9,desktop,android,trial,west,0
311,496,109,45,2.57,5,desktop,linux,free,south,1
312,500,111,39,7.57,12,desktop,linux,free,south,1
313,113,25,38,13.59,1,mobile,android,free,south,0
314,226,47,40,12.95,6,tablet,android,free,west,0
315,200,49,25,11.96,6,mobile,windows,free,east,0
316,491,67,28,9.88,12,mobile,windows,free,north,0
317,541,64,30,15.76,5,mobile,mac,free,north,1
318,538,12,25,9.99,13,mobile,linux,free,north,0
319,687,91,34,13.23,7,mobile,windows,trial,north,0
320,568,27,32,12.78,10,mobile,ios,trial,north,0
321,254,37,32,10.53,8,desktop,mac,premium,west,0
322,105,100,30,8.47,7,desktop,windows,premium,south,0
323,460,82,30,10.29,5,desktop,windows,free,west,0
324,671,47,39,19.49,4,mobile,ios,free,east,0
325,712,109,39,16.45,9,mobile,windows,free,north,1
326,191,47,34,16.08,5,desktop,android,premium,north,0
327,195,67,30,8.85,13,mobile,linux,free,west,0
328,56,29,43,6.25,2,mobile,android,free,north,0
329,128,21,41,16.39,4,mobile,mac,trial,north,0
330,418,58,41,15.62,1,mobile,linux,free,south,1
331,412,67,27,12.55,13,mobile,windows,premium,south,0
332,289,96,40,10.52,6,desktop,mac,free,north,1
333,246,46,35,6.14,1,desktop,windows,free,east,0
334,610,107,38,15.47,1,tablet,windows,premium,east,0
335,352,72,33,16.74,13,mobile,linux,free,south,0
336,595,8,40,9.28,13,mobile,mac,free,east,0
337,704,88,35,8.95,4,desktop,windows,trial,east,0
338,251,68,39,16.96,10,mobile,linux,trial,north,0
339,171,46,35,9.43,4,mobile,linux,free,south,0
340,697,56,38,19.12,12,desktop,mac,free,north,0
341,474,36,35,11.56,11,mobile,android,free,west,0
342,233,73,31,10.45,7,mobile,ios,free,east,0
343,465,68,32,12.18,13,mobile,android,free,west,0
344,390,53,38,10.45,4,desktop,ios,free,west,0
345,663,34,39,16.5,14,mobile,mac,trial,north,0
346,209,47,33,15.54,5,mobile,linux,free,south,0
347,723,59,38,16.35,13,mobile,android,free,west,0
348,685,56,35,12.74,12,desktop,windows,free,east,1
349,156,37,38,10.17,8,desktop,ios,free,east,0
350,145,69,32,11.96,2,tablet,windows,free,west,0
351,403,27,36,10.3,11,desktop,linux,premium,east,0
352,61,60,43,17.87,10,mobile,linux,free,west,0
353,239,14,34,16.01,13,mobile,windows,premium,west,0
354,334,56,33,11.63,4,mobile,android,trial,south,0
355,708,94,31,8.29,4,mobile,mac,premium,west,1
356,724,98,34,18.16,5,desktop,windows,premium,west,1
357,136,83,47,12.55,6,mobile,ios,premium,north,0
358,654,89,26,11.48,1,tablet,windows,free,east,0
359,93,7,36,18.2,3,mobile,windows,free,north,0
360,554,40,36,9.96,7,desktop,linux,trial,east,0
361,621,78,37,10.72,14,desktop,mac,free,west,0
362,653,96,38,11.08,2,mobile,linux,free,east,1
363,186,69,38,6.73,4,desktop,android,premium,west,0
364,655,102,41,13.26,13,desktop,android,free,south,0
365,111,32,27,8.95,1,desktop,android,free,north,1
366,393,18,37,9.72,2,desktop,mac,premium,west,0
367,358,10,27,9.18,13,mobile,mac,free,north,0
368,251,69,28,9.65,4,mobile,ios,premium,north,0
369,45,79,37,8.64,5,desktop,ios,trial,east,0
370,570,34,39,12.99,1,desktop,windows,free,south,0
371,264,94,32,11.38,6,desktop,mac,free,south,1
372,493,88,35,12.19,14,mobile,linux,premium,north,0
373,317,43,31,21.42,14,mobile,android,free,north,0
374,291,28,42,11.38,9,mobile,mac,premium,east,0
375,650,89,35,14.42,10,tablet,mac,free,east,0
376,96,80,27,14.87,10,mobile,windows,free,south,0
377,545,20,35,11.75,10,mobile,linux,trial,south,0
378,552,30,42,13.1,8,mobile,mac,free,south,0
379,295,58,34,12.08,3,mobile,mac,free,west,0
380,213,61,37,12.81,13,mobile,windows,trial,west,0
381,33,19,31,9.65,13,desktop,linux,free,south,0
382,685,113,50,10.02,3,mobile,mac,free,north,1
383,693,46,35,12.07,2,mobile,ios,premium,east,0
384,198,45,31,4.11,12,mobile,ios,free,north,0
385,52,7,43,17.98,1,mobile,mac,trial,east,0
386,115,105,34,20.64,12,desktop,android,free,east,0
387,77,28,40,12.68,14,tablet,windows,trial,west,0
388,611,118,36,14.66,1,desktop,ios,free,south,0
389,654,59,41,16.32,12,desktop,ios,premium,east,0
390,137,104,43,6.7,2,mobile,mac,free,north,1
391,552,21,31,15.71,5,desktop,windows,premium,west,0
392,155,19,31,10.29,8,mobile,mac,premium,south,0
393,287,96,30,21.16,10,desktop,ios,trial,west,0
394,449,98,38,11.25,2,desktop,android,free,north,1
395,533,65,38,15.63,2,mobile,windows,free,south,0
396,642,3,28,11.29,4,mobile,android,free,south,0
397,61,113,23,20.79,10,mobile,ios,trial,west,0
398,167,47,33,9.95,6,mobile,windows,free,west,1
399,226,112,32,16.66,4,mobile,android,free,east,1
400,247,104,34,14.51,3,tablet,linux,free,south,1
401,728,102,34,13.62,14,mobile,mac,free,east,0
402,574,82,36,12.92,10,desktop,windows,free,south,0
403,254,80,38,9.33,14,mobile,linux,free,east,0
404,710,63,35,1.66,7,mobile,windows,free,south,1
405,379,2,38,16.3,12,mobile,windows,free,east,0
406,380,46,40,10.04,9,mobile,mac,free,west,0
407,333,87,37,16.68,8,mobile,ios,free,north,0
408,130,97,33,13.41,7,mobile,ios,premium,west,0
409,684,67,53,16.8,8,mobile,mac,free,east,0
410,39,85,40,15.21,6,mobile,windows,trial,south,0
411,151,2,28,2.14,9,desktop,linux,free,west,0
412,190,56,35,14.46,7,desktop,windows,trial,east,0
413,225,60,41,10.63,14,mobile,linux,free,east,0
414,122,107,38,16.66,13,desktop,android,premium,south,0
415,42,37,48,14.36,7,tablet,windows,trial,east,0
416,504,27,26,14.41,6,mobile,mac,trial,north,0
417,708,42,36,10.91,11,mobile,mac,free,south,0
418,115,20,36,8.35,9,mobile,windows,premium,south,0
419,237,67,42,10.27,4,mobile,android,free,north,0
420,384,77,34,4.8,12,desktop,ios,free,east,0
421,679,96,36,9.64,10,desktop,android,trial,west,1
422,515,116,23,6.14,9,mobile,ios,trial,south,1
423,566,8,38,6.25,11,mobile,linux,premium,south,0
424,436,29,40,12.47,4,desktop,windows,trial,south,0
425,321,36,27,14.14,12,mobile,ios,trial,east,0
426,169,29,28,11.87,2,mobile,mac,free,east,0
427,635,99,28,10.0,12,mobile,windows,free,north,1
428,592,16,45,8.21,9,desktop,mac,free,west,0
429,47,3,33,10.73,9,desktop,mac,free,east,0
430,530,103,27,8.71,11,desktop,linux,trial,west,0
431,89,115,45,11.75,5,desktop,mac,free,west,0
432,547,27,30,5.91,11,mobile,ios,trial,east,0
433,608,39,34,14.81,1,mobile,linux,free,east,0
434,121,60,35,9.73,10,desktop,mac,free,east,0
435,333,63,33,13.51,12,tablet,windows,premium,east,0
436,116,118,31,15.55,1,mobile,linux,free,east,1
437,427,48,34,13.31,10,mobile,android,free,north,0
438,679,1,42,15.2,11,tablet,android,trial,south,0
439,86,50,16,3.73,8,mobile,ios,free,east,0
440,308,66,27,10.03,9,mobile,mac,free,east,0
441,711,62,37,16.41,1,mobile,android,trial,south,0
442,240,61,28,14.04,14,mobile,linux,free,north,0
443,122,110,32,19.39,14,desktop,windows,premium,north,0
444,372,96,35,18.82,11,desktop,ios,premium,west,0
445,385,30,31,13.2,1,mobile,mac,free,north,0
446,494,42,45,10.99,7,mobile,android,premium,south,0
447,249,80,41,8.17,12,mobile,linux,free,north,0
448,698,49,37,10.1,10,mobile,ios,free,north,1
449,394,51,29,10.37,13,mobile,android,trial,west,0
450,230,20,36,9.63,9,mobile,linux,free,south,0
451,702,30,26,8.33,10,desktop,ios,free,west,0
452,677,88,35,13.61,5,tablet,windows,free,west,0
453,379,101,32,18.79,12,mobile,windows,free,east,1
454,47,94,24,15.73,8,desktop,mac,free,south,0
455,447,36,37,10.71,12,desktop,ios,free,west,0
456,418,16,24,16.06,3,mobile,android,premium,east,0
457,133,19,37,13.39,4,tablet,windows,premium,west,0
458,473,47,36,11.84,2,mobile,linux,free,south,0
459,618,62,34,11.59,10,desktop,windows,free,east,0
460,104,107,33,11.2,11,mobile,windows,free,east,0
461,536,107,25,14.6,4,mobile,mac,free,east,1
462,128,0,31,12.56,6,desktop,windows,trial,east,0
463,554,84,33,9.09,8,desktop,android,trial,east,0
464,323,35,33,8.89,11,mobile,android,free,west,0
465,34,23,42,13.22,5,desktop,linux,premium,west,0
466,706,66,23,13.71,7,tablet,windows,premium,south,0
467,146,4,38,10.75,3,desktop,mac,free,west,0
468,447,40,24,7.47,12,desktop,ios,premium,south,0
469,157,66,30,17.0,13,mobile,ios,free,north,0
470,683,32,36,16.15,11,mobile,mac,premium,north,0
471,546,71,31,4.05,12,mobile,linux,trial,east,0
472,593,55,39,17.36,11,desktop,linux,free,south,0
473,332,95,32,11.16,12,desktop,ios,free,west,0
474,357,21,49,12.76,7,tablet,ios,free,west,0
475,474,6,29,16.55,3,mobile,android,premium,east,0
476,579,63,29,18.61,14,tablet,android,premium,north,0
477,622,30,26,16.01,1,tablet,android,free,north,0
478,42,84,37,12.96,6,desktop,linux,premium,west,0
479,494,11,40,6.5,11,desktop,windows,free,south,0
480,106,69,45,3.9,12,mobile,windows,free,north,0
481,231,118,41,15.51,10,mobile,android,free,south,1
482,610,11,32,17.37,7,mobile,android,premium,west,0
483,205,36,34,8.74,13,mobile,windows,trial,north,0
484,587,101,34,10.92,4,mobile,ios,free,east,0
485,354,64,38,9.77,2,desktop,windows,trial,south,0
486,192,20,32,9.66,9,mobile,mac,premium,west,0
487,263,25,44,16.3,5,mobile,android,free,south,0
488,401,91,37,12.87,7,mobile,windows,free,east,1
489,565,103,32,11.08,7,desktop,ios,free,south,0
490,454,43,33,22.63,4,tablet,android,free,east,0
491,683,56,39,6.26,14,mobile,android,free,north,0
492,637,93,33,14.19,6,desktop,android,trial,north,1
493,557,21,41,7.8,10,tablet,ios,free,east,0
494,452,24,29,11.37,3,desktop,ios,premium,south,0
495,232,92,39,12.59,14,desktop,ios,premium,north,0
496,318,22,37,15.38,14,desktop,mac,free,west,0
497,113,92,42,10.96,1,tablet,ios,free,east,1
498,291,59,29,10.53,10,mobile,windows,free,north,0
499,678,118,21,10.88,9,desktop,windows,trial,north,0
500,328,3,40,7.68,3,mobile,linux,free,west,0
501,109,113,35,14.53,11,mobile,windows,free,south,1
502,486,27,36,13.13,11,desktop,windows,trial,south,0
503,703,4,28,13.74,12,desktop,mac,trial,east,0
504,637,86,33,11.72,9,desktop,linux,free,south,0
505,221,63,33,11.23,10,tablet,linux,premium,north,0
506,347,100,30,16.7,11,desktop,ios,premium,east,0
507,401,13,36,16.09,11,mobile,windows,trial,east,0
508,203,9,29,17.66,9,tablet,ios,free,north,0
509,218,68,34,13.49,11,mobile,linux,trial,north,0
510,195,105,36,17.41,1,mobile,mac,premium,east,1
